source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,Unnamed: 12,Unnamed: 13,db_double_checked,Unnamed: 15,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
343,S400-344,SCOPUS_ID:0027276501,10.1097/00001648-199305000-00004,"Radon, cigarette smoke, and lung cancer: A re-analysis of the Colorado Plateau uranium miners’ data",Epidemiology,"['Initiation', 'Interaction', 'Multistage models', 'Promotion', 'Synergy']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1584,50,6.6528e-05,382.8218750131782,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-fflOMiwj2kkIjh8oWjwk,,1d16b25dcca8,2026-09-19T18:40:00+00:00
344,S400-345,SCOPUS_ID:85170110110,10.2105/AJPH.2023.307347,"Communities at Risk for Mpox and Stigmatizing Policies: A Randomized Survey, Republic of Korea, 2022",American Journal Of Public Health,[],True,,True,,,,,,,True,0.38,False,no,0.34,0.32,1601,50,6.7242e-05,270.3323340101633,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-W6qvawsUJCvtwrJfsKWc,,1d16b25dcca8,2026-09-19T18:40:00+00:00
345,S400-346,SCOPUS_ID:0029909972,10.2105/AJPH.86.10.1460,Racial differences in urban children's environmental exposures to lead,American Journal Of Public Health,[],False,borderline,False,,,,,,,True,0.06,False,no,0.0,0.99,1517,50,6.3714e-05,306.20225000893697,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-zbu6N0KeaT9PPhyYjD5a,,1d16b25dcca8,2026-09-19T18:40:00+00:00
346,S400-347,SCOPUS_ID:84861137055,10.1016/j.amepre.2012.02.019,Healthcare costs around the time of smoking cessation,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.28,False,no,0.21,0.58,1789,50,7.5138e-05,330.36529101082124,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-Ce3JQk37YILVPergrMcJ,,1d16b25dcca8,2026-09-19T18:40:00+00:00
347,S400-348,SCOPUS_ID:0028575896,10.1136/jech.48.6.555,"Damp housing and adult health: Results from a lifestyle study in Worcester, England",Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1638,50,6.8796e-05,250.77004099148326,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-2AjvEBVJIcE1TBF46Ukj,,1d16b25dcca8,2026-09-19T18:40:00+00:00
348,S400-349,SCOPUS_ID:80051544347,10.1097/EDE.0b013e31821d1096,Diabetes prevalence in populations of South Asian Indian and African origins: A comparison of england and the Netherlands,Epidemiology,[],False,,False,,,,,,,True,0.06,False,no,0.0,0.99,1641,50,6.8922e-05,264.3546659965068,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-9kfqCKVD2viZdSbogHs2,,1d16b25dcca8,2026-09-19T18:40:00+00:00
349,S400-350,SCOPUS_ID:85076047464,10.1016/j.ypmed.2019.105930,Behavioral correlates of self-reported health status in US active duty military,Preventive Medicine,"['Armed Forces', 'Cardiometabolic risk', 'Exercise', 'Sleep', 'Survey']",True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1710,50,7.182e-05,336.1706660070922,1,typesafe/jev-1.13-20260917,gen-dec-1789843199-JVdjUUH5NmUcaNULfeu9,,1d16b25dcca8,2026-09-19T18:40:00+00:00
350,S400-351,SCOPUS_ID:84861934308,10.2105/AJPH.2011.300459,Strong tobacco control program requirements and secure funding are not enough: Lessons from Florida,American Journal Of Public Health,[],True,non-emperical,True,,,,,,,True,0.7,True,yes,0.69,0.38,1521,50,6.3882e-05,312.1257919992786,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-Cl6JwWLezXUgVNbvSP14,,1d16b25dcca8,2026-09-19T18:40:00+00:00
351,S400-352,SCOPUS_ID:0031735547,10.1006/pmed.1998.0247,Cancer information service-initiated outcalls to promote screening mammography among low-income and minority women: Design and feasibility testing,Preventive Medicine,"['Cancer Information Service', 'Geodemographic targeting', 'INFORUM', 'Outreach to underserved populations', 'Screening mammography promotion', 'Targeted health interventions', 'Telephone outcalls']",True,,True,,,,,,,True,0.34,False,no,0.24,0.51,1613,50,6.7746e-05,330.32958398689516,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-sv3h81p6vwvZNH7kySDE,,1d16b25dcca8,2026-09-19T18:40:00+00:00
352,S400-353,SCOPUS_ID:3042719922,10.1093/aje/kwh172,Risk factors for enteric perforation in patients with typhoid fever,American Journal Of Epidemiology,"['Intestinal perforation', 'Multivariate analysis', 'Risk factors', 'Typhoid fever']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1754,50,7.3668e-05,273.5576669801958,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-XI4rqR7Zv1ZwMOAaZ7Fq,,1d16b25dcca8,2026-09-19T18:40:00+00:00
353,S400-354,SCOPUS_ID:0028331478,10.1136/jech.48.2.161,"Case-control study on the association between a cluster of childhood haematopoietic malignancies and local environmental factors in Aalsmeer, The Netherlands",Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1748,50,7.3416e-05,300.67787499865517,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-cAN11g2S3lNnp9bzdE4O,,1d16b25dcca8,2026-09-19T18:40:00+00:00
354,S400-355,SCOPUS_ID:33748295846,10.1016/j.ypmed.2006.04.008,Women's use of hormone therapy before and after the Women's Health Initiative: A psychosocial model of stability and change,Preventive Medicine,"['Health belief model', 'Long-term post-menopausal hormone replacement therapy (HT, HRT)', 'Longitudinal study', ""Women's Health Initiative (WHI)""]",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1669,50,7.0098e-05,317.93633301276714,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-RTk7LS96VfKGiv3j3Mz7,,1d16b25dcca8,2026-09-19T18:40:00+00:00
355,S400-356,SCOPUS_ID:77951214440,10.2105/AJPH.2009.176834,Decreases in smoking prevalence in asian communities served by the Racial and Ethnic Approaches to Community Health (REACH) project,American Journal Of Public Health,[],True,borderline,False,only description of findings?,!!!,,,False,,True,0.14,False,no,0.02,0.95,1649,50,6.9258e-05,386.52254099724814,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-99YHTer9Tz8Hb1CXkesP,,1d16b25dcca8,2026-09-19T18:40:00+00:00
356,S400-357,SCOPUS_ID:79954578645,10.1016/j.ypmed.2011.01.030,Accelerometer-determined moderate intensity lifestyle activity and cardiometabolic health,Preventive Medicine,"['Cardiovascular disease', 'Diabetes', 'Hypertension', 'Metabolic syndrome', 'NHANES', 'Pedometer']",False,borderline,False,,,,,,,True,0.36,False,no,0.26,0.49,1777,50,7.4634e-05,278.33724999800324,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-PUqmxcRiArczCVE8WQvF,,1d16b25dcca8,2026-09-19T18:40:00+00:00
357,S400-358,SCOPUS_ID:0033804795,10.2105/AJPH.90.10.1575,Driver air bag effectiveness by severity of the crash,American Journal Of Public Health,[],True,,True,,,,,,,True,0.93,True,yes,1.0,0.99,1612,50,6.7704e-05,298.15699998289347,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-b96wSc6yKVOZNg7jLDV0,,1d16b25dcca8,2026-09-19T18:40:00+00:00
358,S400-359,SCOPUS_ID:85107316212,10.1093/aje/kwaa293,Estimating the Effect of Social Distancing Interventions on COVID-19 in the United States,American Journal Of Epidemiology,"['Bayesian hierarchical model', 'intervention effect size', 'reproduction number', 'severe acute respiratory syndrome coronavirus 2', 'social isolation']",True,,True,,,,,,,True,0.84,True,yes,0.92,0.85,1633,50,6.8586e-05,307.72775001241826,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-9Mapq9dJtZNNQLFHfBvv,,1d16b25dcca8,2026-09-19T18:40:00+00:00
359,S400-360,SCOPUS_ID:0037083172,10.1093/aje/155.4.346,Ethnic differences in the association between body mass index and hypertension,American Journal Of Epidemiology,"['Adult', 'Body mass index', 'Ethnic groups', 'Hypertension', 'Obesity']",False,borderline,False,,,,,,,True,0.3,False,no,0.19,0.63,1626,50,6.8292e-05,329.0979159937706,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-yt6CV6kNJ5YLmqPiSswD,,1d16b25dcca8,2026-09-19T18:40:00+00:00
360,S400-361,SCOPUS_ID:85035214808,10.1016/j.ypmed.2017.10.021,Projected impacts of federal tax policy proposals on mortality burden in the United States: A microsimulation analysis,Preventive Medicine,"['Income inequality', 'Microsimulation', 'Social determinants', 'Taxation']",True,,True,,,,,,,True,0.98,True,yes,1.0,1.0,1805,50,7.581e-05,263.6555000208318,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-A1cB2Qo8r4zDJzqGNjma,,1d16b25dcca8,2026-09-19T18:40:00+00:00
361,S400-362,SCOPUS_ID:0027963297,10.1093/oxfordjournals.aje.a117264,Epidemiology of intermittent claudication in middle-aged men,American Journal Of Epidemiology,"['Incidence', 'Peripheral vascular diseases', 'Prevalence', 'Risk factors']",True,,True,borderline,,,,,,True,0.45,False,no,0.49,0.02,2001,50,8.4042e-05,263.12762501765974,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-qclLwA7BCLgtpJvCqzml,,1d16b25dcca8,2026-09-19T18:40:00+00:00
362,S400-363,SCOPUS_ID:0027732493,10.1093/ije/22.Supplement_2.S113,Sources of discrepancies between a job exposure matrix and a case by case expert assessment for occupational exposure to formaldehyde and wood-dust,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.22,False,no,0.25,0.51,1788,50,7.5096e-05,296.80187499616295,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-6WgGCF9tImyF3Gb6GxdG,,1d16b25dcca8,2026-09-19T18:40:00+00:00
363,S400-364,SCOPUS_ID:0037308475,10.2105/AJPH.93.2.307,Hysterectomy prevalence by hispanic ethnicity: Evidence from a national survey,American Journal Of Public Health,[],False,,False,,,,,,,True,0.07,False,no,0.0,0.99,1616,50,6.7872e-05,269.96916698408313,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-V94jYkxP6pYmvuvohVzO,,1d16b25dcca8,2026-09-19T18:40:00+00:00
364,S400-365,SCOPUS_ID:0034118036,10.1136/jech.54.5.333,Weather and the risk of sudden infant death syndrome: The effect of wind,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1654,50,6.9468e-05,419.33395800879225,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-Qlp5BrCLFJCrsc62GwOJ,,1d16b25dcca8,2026-09-19T18:40:00+00:00
365,S400-366,SCOPUS_ID:85137301338,10.1007/s10654-022-00907-z,Temporal trends in calls for suicide attempts to poison control centers in France during the COVID-19 pandemic: a nationwide study,European Journal Of Epidemiology,"['Adolescent', 'Age', 'Attempted suicide', 'COVID-19', 'Gender', 'Poison Control Center', 'Surveillance']",True,,False,"borderline, the conclusion is about monitoring",!!!,,,False,,True,0.32,False,no,0.25,0.5,1705,50,7.161e-05,254.9093329871539,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-NYhMypz6WyV7wemdHaTU,,1d16b25dcca8,2026-09-19T18:40:00+00:00
366,S400-367,SCOPUS_ID:0034895821,10.2105/AJPH.91.8.1276,Adolescent sexual orientation and suicide risk: Evidence from a national study,American Journal Of Public Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1522,50,6.3924e-05,303.5674580023624,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-M3pawLfXxRMiwNdF76cU,,1d16b25dcca8,2026-09-19T18:40:00+00:00
367,S400-368,SCOPUS_ID:0025062447,10.1093/oxfordjournals.aje.a115489,"Self-evaluated health and mortality among the elderly in New Haven, Connecticut, and Iowa and Washington counties, Iowa, 1982-1986",American Journal Of Epidemiology,"['Aged', 'Chronic disease', 'Health surveys', 'Mortality', 'Prospective studies']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1741,50,7.3122e-05,261.16300001740456,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-SaONvDKUjU7qF5y17oZ7,,1d16b25dcca8,2026-09-19T18:40:00+00:00
368,S400-369,SCOPUS_ID:85070606772,10.2105/AJPH.2019.305171,"Included, but deportable: A new public health approach to policies that criminalize and integrate immigrants",American Journal Of Public Health,[],True,non-emperical,True,,,,,,,True,0.48,False,no,0.43,0.14,1573,50,6.6066e-05,320.6544590066187,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-d3zJwmDSdlUIFpVNLTiy,,1d16b25dcca8,2026-09-19T18:40:00+00:00
369,S400-370,SCOPUS_ID:77957280907,10.1136/jech.2009.088476,Does socio-economic status predict grip strength in older Europeans? Results from the SHARE study in non-institutionalised men and women aged 50+,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1729,50,7.2618e-05,391.0467920068186,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-zkA7rMPcb3SrAcEIVWob,,1d16b25dcca8,2026-09-19T18:40:01+00:00
370,S400-371,SCOPUS_ID:0029094918,10.1097/00001648-199509000-00013,Cutaneous melanoma in women. V. Characteristics of those who tan and those who burn when exposed to summer sun,Epidemiology,"['Melanoma', 'Nevus', 'Pigmentation', 'Race', 'Sunburn', 'Sunlight', 'Ultraviolet rays']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1582,50,6.6444e-05,278.4677089948673,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-lIDUlbaXG7YTY0xxiJ5T,,1d16b25dcca8,2026-09-19T18:40:00+00:00
371,S400-372,SCOPUS_ID:85148668904,10.1016/j.ypmed.2023.107437,The first nicotine product tried is associated with current multiple nicotine product use and nicotine dependence among a nationally representative sample of U.S. youths,Preventive Medicine,"['Adolescents', 'E-cigarettes', 'Multiple nicotine product use', 'Nicotine dependence', 'Polytobacco use', 'Smoking devices', 'Tobacco']",False,target seemed to be research,False,,,,,,,True,0.24,False,no,0.17,0.65,1733,50,7.2786e-05,387.52633301191963,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-CvzQMfbriniv4LtKSXbu,,1d16b25dcca8,2026-09-19T18:40:01+00:00
372,S400-373,SCOPUS_ID:0348010397,10.1093/aje/kwg274,Sources of Variability in Blood Pressure Measurement using the Dinamap PRO 100 Automated Oscillometric Device,American Journal Of Epidemiology,"['Blood pressure', 'Epidemiologic methods', 'Equipment and supplies', 'Observer variation', 'Oscillometry', 'Research design']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1720,50,7.224e-05,248.75887497910298,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-jicnfAsmqW84a59QCrfn,,1d16b25dcca8,2026-09-19T18:40:01+00:00
373,S400-374,SCOPUS_ID:33845671785,10.1093/aje/kwj330,Nutrient intake and risk of non-Hodgkin's lymphoma,American Journal Of Epidemiology,"['Case-control studies', 'Diet', 'Fatty acids', 'Lymphoma', 'Non-Hodgkin', 'Nutrition', 'Vitamin D']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1695,50,7.119e-05,277.58812499814667,1,typesafe/jev-1.13-20260917,gen-dec-1789843200-LRONcpkVpeDLtL5AI63g,,1d16b25dcca8,2026-09-19T18:40:01+00:00
374,S400-375,SCOPUS_ID:0028218149,10.1093/oxfordjournals.aje.a117011,Melanocytic Nevi in children: I. Anatomic sites and demographic and host factors,American Journal Of Epidemiology,"['Ethnic groups', 'Eye color', 'Hair color', 'Melanoma', 'Nevus', 'Skin pigmentation', 'Social class']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1726,50,7.2492e-05,281.77591698477045,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-B91sCiXv0iLz1Z5ZlSNn,,1d16b25dcca8,2026-09-19T18:40:01+00:00
375,S400-376,SCOPUS_ID:84894498259,10.1016/j.ypmed.2014.01.019,An emerging adolescent health risk: Caffeinated energy drink consumption patterns among high school students,Preventive Medicine,"['Caffeinated energy drinks', 'College students', 'Health risk', 'High school students', 'Mental health', 'Prevalence']",False,,False,,,,,,,True,0.08,False,no,0.01,0.99,1598,50,6.7116e-05,427.2452080040239,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-qyTK4l4oYRbrgjikUb6o,,1d16b25dcca8,2026-09-19T18:40:01+00:00
376,S400-377,SCOPUS_ID:84952629734,10.1016/j.amepre.2015.06.015,Effect of Community Volunteering on Physical Activity: A Randomized Controlled Trial,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.06,False,no,0.0,0.99,1722,50,7.2324e-05,264.07537498744205,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-OSLZ7dn74HXxyQPjI99N,,1d16b25dcca8,2026-09-19T18:40:01+00:00
377,S400-378,SCOPUS_ID:81555226637,10.2105/AJPH.2011.300355,Community health workers' perspectives on their contribution to rural health and well-being in Iran,American Journal Of Public Health,[],True,,True,,,,,,,True,0.07,False,no,0.0,1.0,1569,50,6.5898e-05,272.2497500071768,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-myfl4IBFc3hwSGPfATCz,,1d16b25dcca8,2026-09-19T18:40:01+00:00
378,S400-379,SCOPUS_ID:85014529008,10.2105/AJPH.2017.303653,Parent-centered prevention of risky behaviors among hispanic youths in Florida,American Journal Of Public Health,[],True,,True,,,,,,,True,0.12,False,no,0.01,0.97,1609,50,6.7578e-05,245.66129100276157,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-nprzvU5zLEYHwFUVRrff,,1d16b25dcca8,2026-09-19T18:40:01+00:00
379,S400-380,SCOPUS_ID:84865695664,10.1016/j.amepre.2012.05.025,YMCA commit to quit: Randomized trial outcomes,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1845,50,7.749e-05,289.4359999918379,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-28M0lqTJltkLdydN7ipS,,1d16b25dcca8,2026-09-19T18:40:01+00:00
380,S400-381,SCOPUS_ID:0029938965,10.2105/AJPH.86.4.533,The health insurance status of US latino women: A profile from the 1982-1984 HHANES,American Journal Of Public Health,[],False,,False,,,,,,,True,0.98,True,yes,1.0,1.0,1610,50,6.762e-05,256.2265419983305,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-5Gp6zPAVFO8igf0iYJkd,,1d16b25dcca8,2026-09-19T18:40:01+00:00
381,S400-382,SCOPUS_ID:0028901996,10.1016/s0749-3797(18)30485-9,Drug use prevalence in a rural school-age population: The New Hampshire survey,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1574,50,6.6108e-05,292.1681249863468,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-QPHiznlnLAkOAQuZfErv,,1d16b25dcca8,2026-09-19T18:40:01+00:00
382,S400-383,SCOPUS_ID:0027184614,10.1093/ije/22.4.666,Smoking cessation and changes in respiratory symptoms in two populations followed for 13 years,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1543,50,6.4806e-05,275.317207997432,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-vcOf6xbdQXSmLKMbT5Nk,,1d16b25dcca8,2026-09-19T18:40:01+00:00
383,S400-384,SCOPUS_ID:84862529617,10.2105/AJPH.2011.300460,Implementing rapid HIV testing with or without risk-reduction counseling in drug treatment centers: Results of a randomized trial,American Journal Of Public Health,[],False,,False,,,,,,,True,0.15,False,no,0.04,0.93,1695,50,7.119e-05,235.2607079956215,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-fKyLbMYCsTlS7tHvis4C,,1d16b25dcca8,2026-09-19T18:40:01+00:00
384,S400-385,SCOPUS_ID:0346724559,10.1093/eurpub/13.4.334,Unusually strong association between education and mortality in young adults in a community with a high rate of injection-drug users,European Journal Of Public Health,"['Education', 'Leading causes of death', 'Mortality', 'Young adults']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1628,50,6.8376e-05,258.97095797699876,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-KGUIeVbBTE8VgfakEPXr,,1d16b25dcca8,2026-09-19T18:40:01+00:00
385,S400-386,SCOPUS_ID:5644266333,10.1016/j.amepre.2004.07.005,The association between length of residence and obesity among Hispanic immigrants,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.8,True,yes,0.94,0.87,1681,50,7.0602e-05,285.1355829916429,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-Qe0D70hu1GKviHJK6d5s,,1d16b25dcca8,2026-09-19T18:40:01+00:00
386,S400-387,SCOPUS_ID:84891721281,10.2105/AJPH.2012.301091,"Smoking and risk of coronary heart disease in younger, middle-aged, and older adults",American Journal Of Public Health,[],True,,False,this is just a description of the results,!!!,,,False,,True,0.87,True,yes,0.98,0.97,1672,50,7.0224e-05,256.8367079948075,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-eIZTwh8R30nd1dU3BB13,,1d16b25dcca8,2026-09-19T18:40:01+00:00
387,S400-388,SCOPUS_ID:85152705375,10.1016/j.amepre.2023.03.008,Racial/Ethnic Disparities in Mental Healthcare in Youth With Incarcerated Parents,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.93,True,yes,1.0,0.99,1813,50,7.6146e-05,281.3017920125276,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-lT9PwJgl2G0I8uzp36ce,,1d16b25dcca8,2026-09-19T18:40:01+00:00
388,S400-389,SCOPUS_ID:12344261745,10.1093/ije/dyh284,Maternal calcium supplementation and cardiovascular risk factors in twin offspring,International Journal Of Epidemiology,"['Calcium', 'Cardiovascular disease', 'Children', 'Lipids', 'Pregnancy']",True,,True,,,,,,,True,0.63,True,yes,0.76,0.53,1821,50,7.6482e-05,249.39429099322297,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-GCH5zEABXVnef7ZNlMmG,,1d16b25dcca8,2026-09-19T18:40:01+00:00
389,S400-390,SCOPUS_ID:0034073172,10.1093/eurpub/10.1.68,"Disease-related distress among insulin-treated diabetic patients: Associations with health status, psychosocial factors and self-care practices",European Journal Of Public Health,"['Diabetes cognitions', 'Diabetes distress', 'Health status', 'Insulin-treated diabetes', 'Social support']",True,,True,,,,,,,True,0.74,True,yes,0.89,0.78,1688,50,7.0896e-05,235.98345802747644,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-SzTXgXyGQ2j3dpZu5qM0,,1d16b25dcca8,2026-09-19T18:40:01+00:00
390,S400-391,SCOPUS_ID:85124166197,10.1016/j.ypmed.2022.106981,Valuing the cross-sector benefits from improving youth health to drive investment in place-based preventive interventions in the US: A simulation modeling study,Preventive Medicine,"['Child health', 'Health policy', 'Healthcare financing', 'Mental health', 'Prevention']",True,,True,,,,,,,True,0.96,True,yes,1.0,1.0,1667,50,7.0014e-05,306.8086669954937,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-Rm0ebPsxACHzhIeeWSft,,1d16b25dcca8,2026-09-19T18:40:01+00:00
391,S400-392,SCOPUS_ID:47949122155,10.1016/j.ypmed.2008.05.006,Physical activity as a strategy for maintaining tobacco abstinence: A randomized trial,Preventive Medicine,"['Pedometer', 'Physical activity', 'Randomized trial', 'Relapse prevention', 'Smoking cessation']",False,,False,,,,,,,True,0.08,False,no,0.01,0.99,1935,50,8.127e-05,322.8010830061976,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-0KQmrLgfwWvSmXobLRGt,,1d16b25dcca8,2026-09-19T18:40:01+00:00
392,S400-393,SCOPUS_ID:84905649813,10.1093/ije/dyu051,Do population-based interventions widen or narrow socioeconomic inequalities? The case of breastfeeding promotion,International Journal Of Epidemiology,"['Breastfeeding', 'Cognitive functioning', 'Health inequalities', 'Randomized intervention trials']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1827,50,7.6734e-05,298.5382920014672,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-AEvKvJWwIaZKkXd6VRkY,,1d16b25dcca8,2026-09-19T18:40:01+00:00
393,S400-394,SCOPUS_ID:0027454355,10.1006/pmed.1993.1068,"Dietary fat, calories, and fiber in colon cancer",Preventive Medicine,[],False,non-emperical,False,,,,,,,True,0.03,False,no,0.0,1.0,1497,50,6.2874e-05,278.6891249998007,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-StAXm6EaIEbhhgKKkhTj,,1d16b25dcca8,2026-09-19T18:40:01+00:00
394,S400-395,SCOPUS_ID:33846042221,10.1016/j.ypmed.2006.07.016,Lower risk of death from gastric cancer among participants of gastric cancer screening in Japan: A population-based cohort study,Preventive Medicine,"['Cohort study', 'Gastric cancer', 'Gastric cancer screening', 'Japanese']",False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1658,50,6.9636e-05,270.1397080090828,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-QdJa4wHKDEZImEop91O8,,1d16b25dcca8,2026-09-19T18:40:01+00:00
395,S400-396,SCOPUS_ID:0041834522,10.1093/aje/kwg184,"Wine, liquor, beer, and mortality",American Journal Of Epidemiology,"['Alcohol drinking', 'Alcoholic beverages', 'Beer', 'Mortality', 'Risk', 'Wine']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1646,50,6.9132e-05,243.51979201310314,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-QHPIRi5h5vPmEHMeN6fX,,1d16b25dcca8,2026-09-19T18:40:01+00:00
396,S400-397,SCOPUS_ID:0029941114,10.1093/oxfordjournals.aje.a008709,NHLBI Family Heart Study: Objectives and design,American Journal Of Epidemiology,"['coronary heart disease', 'genetics', 'hypertension', 'risk factors']",False,non-emperical,False,,,,,,,True,0.02,False,no,0.0,1.0,1655,50,6.951e-05,277.9290839971509,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-v7eeduR3EIzpRf5MgKS1,,1d16b25dcca8,2026-09-19T18:40:01+00:00
397,S400-398,SCOPUS_ID:33745658835,10.2105/AJPH.2005.062224,Effect of educational level and minority status on nursing home choice after hospital discharge,American Journal Of Public Health,[],True,,True,"borderline, I was not sure what the  policy implication was",,,,,,True,0.64,True,yes,0.7,0.4,1623,50,6.8166e-05,255.06537497858517,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-YKa9A6iowSChbCZGs4GD,,1d16b25dcca8,2026-09-19T18:40:01+00:00
398,S400-399,SCOPUS_ID:78649935623,10.1016/j.amepre.2010.09.009,Characteristics and prevalence of tobacco use among somali youth in minnesota,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.9,True,yes,0.99,0.99,1774,50,7.4508e-05,293.5708749864716,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-mGYMgpjqwuOegIgAhxoZ,,1d16b25dcca8,2026-09-19T18:40:02+00:00
399,S400-400,SCOPUS_ID:84875174408,10.2105/AJPH.2012.301016,Improving the environmental quality component of the county health rankings model,American Journal Of Public Health,[],True,,False,the recommendaiotn is about research (more data),!!!,,,False,,True,0.2,False,no,0.06,0.88,1592,50,6.6864e-05,295.79754098085687,1,typesafe/jev-1.13-20260917,gen-dec-1789843201-GEMJS3eU7VAt2LqdMuiJ,,1d16b25dcca8,2026-09-19T18:40:02+00:00
